Disease,Symptom_1,Symptom_2,Symptom_3,Symptom_4,Symptom_5,Symptom_6,Symptom_7,Symptom_8,Symptom_9,Symptom_10,Symptom_11,Symptom_12,Symptom_13,Symptom_14,Symptom_15,Symptom_16,Symptom_17
Chicken pox,itchy skin,rash,fatigue,tiredness,fever,head pain,reduced appetite,low-grade fever,swollen lymph nodes,malaise,red_spots_over_body,,,,,,
Dengue,rash,cold chills,joint ache,nausea,fatigue,fever,head pain,nausea,reduced appetite,pain_behind_the_eyes,back_pain,malaise,muscle ache,red_spots_over_body,,,
Typhoid,cold chills,nausea,fatigue,fever,head pain,nausea,constipation,stomach pain,diarrhoea,toxic_look_(typhos),belly_pain,,,,,,
hepatitis A,joint ache,nausea,yellow skin,dark-colored urine,nausea,reduced appetite,stomach pain,diarrhoea,low-grade fever,yellowing_of_eyes,muscle ache,,,,,,
Hepatitis B,itchy skin,fatigue,tiredness,yellow skin,dark-colored urine,reduced appetite,stomach pain,yellow_urine,yellowing_of_eyes,malaise,receiving_blood_transfusion,receiving_unsterile_injections,,,,,
Hepatitis C,fatigue,yellow skin,nausea,reduced appetite,yellowing_of_eyes,family_history,,,,,,,,,,,
Hepatitis D,joint ache,nausea,fatigue,yellow skin,dark-colored urine,nausea,reduced appetite,stomach pain,yellowing_of_eyes,,,,,,,,
Hepatitis E,joint ache,nausea,fatigue,fever,yellow skin,dark-colored urine,nausea,reduced appetite,stomach pain,yellowing_of_eyes,acute_liver_failure,coma,stomach_bleeding,,,,
Alcoholic hepatitis,nausea,yellow skin,stomach pain,swelling_of_stomach,distention_of_abdomen,history_of_alcohol_consumption,fluid_overload,,,,,,,,,,
Tuberculosis,cold chills,nausea,fatigue,weight_loss,coughing,fever,shortness of breath,sweating,reduced appetite,low-grade fever,yellowing_of_eyes,swollen lymph nodes,malaise,phlegm,chest discomfort,blood_in_sputum,
Common Cold,sneezing,cold chills,fatigue,coughing,fever,head pain,swollen lymph nodes,malaise,phlegm,throat_irritation,redness_of_eyes,sinus_pressure,runny_nose,congestion,chest discomfort,loss_of_smell,muscle ache
Pneumonia,cold chills,fatigue,coughing,fever,shortness of breath,sweating,malaise,phlegm,chest discomfort,rapid heartbeat,rusty_sputum,,,,,,
Dimorphic hemmorhoids(piles),constipation,pain_during_bowel_movements,pain_in_anal_region,bloody_stool,irritation_in_anus,,,,,,,,,,,,
Heart attack,nausea,shortness of breath,sweating,chest discomfort,,,,,,,,,,,,,
Varicose veins,fatigue,cramps,bruising,obesity,swollen_legs,swollen_blood_vessels,prominent_veins_on_calf,,,,,,,,,,
Hypothyroidism,fatigue,weight_gain,cold_hands_and_feets,mood_swings,tiredness,dizziness,puffy_face_and_eyes,enlarged_thyroid,brittle_nails,swollen_extremeties,depression,irritability,abnormal_menstruation,,,,
Hyperthyroidism,fatigue,mood_swings,weight_loss,restlessness,sweating,diarrhoea,rapid heartbeat,excessive_hunger,muscle_weakness,irritability,abnormal_menstruation,,,,,,
Hypoglycemia,nausea,fatigue,anxiety,sweating,head pain,nausea,blurred_and_distorted_vision,excessive_hunger,drying_and_tingling_lips,slurred_speech,irritability,palpitations,,,,,
Osteoarthristis,joint ache,neck_pain,knee_pain,hip_joint_pain,swelling_joints,pain while walking,,,,,,,,,,,
Arthritis,muscle_weakness,stiff_neck,swelling_joints,movement_stiffness,pain while walking,,,,,,,,,,,,
(vertigo) Paroymsal  Positional Vertigo,nausea,head pain,nausea,spinning_movements,loss_of_balance,unsteadiness,,,,,,,,,,,
Acne,rash,pus_filled_pimples,blackheads,scurring,,,,,,,,,,,,,
Urinary tract infection,burning_micturition,bladder_discomfort,foul_smell_of urine,continuous_feel_of_urine,,,,,,,,,,,,,
Psoriasis,rash,joint ache,skin_peeling,silver_like_dusting,small_dents_in_nails,inflammatory_nails,,,,,,,,,,,
Impetigo,rash,fever,blister,red_sore_around_nose,yellow_crust_ooze,,,,,,,,,,,,
Fungal infection,itchy skin,rash,skin bumps,skin discoloration,,,,,,,,,,,,,
Allergy,sneezing,chills,cold chills,watery eyes,,,,,,,,,,,,,
GERD,abdominal pain,acidity,tongue ulcers,nausea,coughing,chest discomfort,,,,,,,,,,,
Chronic cholestasis,itchy skin,nausea,yellow skin,nausea,reduced appetite,stomach pain,yellowing_of_eyes,,,,,,,,,,
Drug Reaction,itchy skin,rash,abdominal pain,burning_micturition,spotting_ urination,,,,,,,,,,,,
Peptic ulcer diseae,nausea,indigestion,reduced appetite,stomach pain,passage_of_gases,internal_itching,,,,,,,,,,,
AIDS,muscle_wasting,patches_in_throat,fever,unprotected sex,,,,,,,,,,,,,
Diabetes ,fatigue,weight_loss,restlessness,tiredness,irregular_sugar_level,blurred_and_distorted_vision,obesity,excessive_hunger,increased_appetite,polyuria,,,,,,,
Gastroenteritis,nausea,sunken_eyes,dehydration,diarrhoea,,,,,,,,,,,,,
Bronchial Asthma,fatigue,coughing,fever,shortness of breath,family_history,mucoid_sputum,,,,,,,,,,,
Hypertension ,head pain,chest discomfort,dizziness,loss_of_balance,lack_of_concentration,,,,,,,,,,,,
Migraine,acidity,indigestion,head pain,blurred_and_distorted_vision,excessive_hunger,stiff_neck,depression,irritability,visual_disturbances,,,,,,,,
Cervical spondylosis,back_pain,weakness_in_limbs,neck_pain,dizziness,loss_of_balance,,,,,,,,,,,,
Paralysis (brain hemorrhage),nausea,head pain,body weakness,altered_sensorium,,,,,,,,,,,,,
Jaundice,itchy skin,nausea,fatigue,weight_loss,fever,yellow skin,dark-colored urine,stomach pain,,,,,,,,,
Malaria,cold chills,nausea,fever,sweating,head pain,nausea,diarrhoea,muscle ache,,,,,,,,,
Chicken pox,itchy skin,rash,fatigue,tiredness,fever,head pain,reduced appetite,low-grade fever,swollen lymph nodes,malaise,red_spots_over_body,,,,,,
Dengue,rash,cold chills,joint ache,nausea,fatigue,fever,head pain,nausea,reduced appetite,pain_behind_the_eyes,back_pain,malaise,muscle ache,red_spots_over_body,,,
Typhoid,cold chills,nausea,fatigue,fever,head pain,nausea,constipation,stomach pain,diarrhoea,toxic_look_(typhos),belly_pain,,,,,,
hepatitis A,joint ache,nausea,yellow skin,dark-colored urine,nausea,reduced appetite,stomach pain,diarrhoea,low-grade fever,yellowing_of_eyes,muscle ache,,,,,,
Hepatitis B,itchy skin,fatigue,tiredness,yellow skin,dark-colored urine,reduced appetite,stomach pain,yellow_urine,yellowing_of_eyes,malaise,receiving_blood_transfusion,receiving_unsterile_injections,,,,,
Hepatitis C,fatigue,yellow skin,nausea,reduced appetite,yellowing_of_eyes,family_history,,,,,,,,,,,
Hepatitis D,joint ache,nausea,fatigue,yellow skin,dark-colored urine,nausea,reduced appetite,stomach pain,yellowing_of_eyes,,,,,,,,
Hepatitis E,joint ache,nausea,fatigue,fever,yellow skin,dark-colored urine,nausea,reduced appetite,stomach pain,yellowing_of_eyes,acute_liver_failure,coma,stomach_bleeding,,,,
Alcoholic hepatitis,nausea,yellow skin,stomach pain,swelling_of_stomach,distention_of_abdomen,history_of_alcohol_consumption,fluid_overload,,,,,,,,,,
Tuberculosis,cold chills,nausea,fatigue,weight_loss,coughing,fever,shortness of breath,sweating,reduced appetite,low-grade fever,yellowing_of_eyes,swollen lymph nodes,malaise,phlegm,chest discomfort,blood_in_sputum,
Common Cold,sneezing,cold chills,fatigue,coughing,fever,head pain,swollen lymph nodes,malaise,phlegm,throat_irritation,redness_of_eyes,sinus_pressure,runny_nose,congestion,chest discomfort,loss_of_smell,muscle ache
Pneumonia,cold chills,fatigue,coughing,fever,shortness of breath,sweating,malaise,phlegm,chest discomfort,rapid heartbeat,rusty_sputum,,,,,,
Dimorphic hemmorhoids(piles),constipation,pain_during_bowel_movements,pain_in_anal_region,bloody_stool,irritation_in_anus,,,,,,,,,,,,
Heart attack,nausea,shortness of breath,sweating,chest discomfort,,,,,,,,,,,,,
Varicose veins,fatigue,cramps,bruising,obesity,swollen_legs,swollen_blood_vessels,prominent_veins_on_calf,,,,,,,,,,
Hypothyroidism,fatigue,weight_gain,cold_hands_and_feets,mood_swings,tiredness,dizziness,puffy_face_and_eyes,enlarged_thyroid,brittle_nails,swollen_extremeties,depression,irritability,abnormal_menstruation,,,,
Hyperthyroidism,fatigue,mood_swings,weight_loss,restlessness,sweating,diarrhoea,rapid heartbeat,excessive_hunger,muscle_weakness,irritability,abnormal_menstruation,,,,,,
Hypoglycemia,nausea,fatigue,anxiety,sweating,head pain,nausea,blurred_and_distorted_vision,excessive_hunger,drying_and_tingling_lips,slurred_speech,irritability,palpitations,,,,,
Osteoarthristis,joint ache,neck_pain,knee_pain,hip_joint_pain,swelling_joints,pain while walking,,,,,,,,,,,
Arthritis,muscle_weakness,stiff_neck,swelling_joints,movement_stiffness,pain while walking,,,,,,,,,,,,
(vertigo) Paroymsal  Positional Vertigo,nausea,head pain,nausea,spinning_movements,loss_of_balance,unsteadiness,,,,,,,,,,,
Acne,rash,pus_filled_pimples,blackheads,scurring,,,,,,,,,,,,,
Urinary tract infection,burning_micturition,bladder_discomfort,foul_smell_of urine,continuous_feel_of_urine,,,,,,,,,,,,,
Psoriasis,rash,joint ache,skin_peeling,silver_like_dusting,small_dents_in_nails,inflammatory_nails,,,,,,,,,,,
Impetigo,rash,fever,blister,red_sore_around_nose,yellow_crust_ooze,,,,,,,,,,,,
Fungal infection,itchy skin,rash,skin bumps,skin discoloration,,,,,,,,,,,,,
Allergy,sneezing,chills,cold chills,watery eyes,,,,,,,,,,,,,
GERD,abdominal pain,acidity,tongue ulcers,nausea,coughing,chest discomfort,,,,,,,,,,,
Chronic cholestasis,itchy skin,nausea,yellow skin,nausea,reduced appetite,stomach pain,yellowing_of_eyes,,,,,,,,,,
Drug Reaction,itchy skin,rash,abdominal pain,burning_micturition,spotting_ urination,,,,,,,,,,,,
Peptic ulcer diseae,nausea,indigestion,reduced appetite,stomach pain,passage_of_gases,internal_itching,,,,,,,,,,,
AIDS,muscle_wasting,patches_in_throat,fever,unprotected sex,,,,,,,,,,,,,
Diabetes ,fatigue,weight_loss,restlessness,tiredness,irregular_sugar_level,blurred_and_distorted_vision,obesity,excessive_hunger,increased_appetite,polyuria,,,,,,,
Gastroenteritis,nausea,sunken_eyes,dehydration,diarrhoea,,,,,,,,,,,,,
Bronchial Asthma,fatigue,coughing,fever,shortness of breath,family_history,mucoid_sputum,,,,,,,,,,,
Hypertension ,head pain,chest discomfort,dizziness,loss_of_balance,lack_of_concentration,,,,,,,,,,,,
Migraine,acidity,indigestion,head pain,blurred_and_distorted_vision,excessive_hunger,stiff_neck,depression,irritability,visual_disturbances,,,,,,,,
Cervical spondylosis,back_pain,weakness_in_limbs,neck_pain,dizziness,loss_of_balance,,,,,,,,,,,,
Paralysis (brain hemorrhage),nausea,head pain,body weakness,altered_sensorium,,,,,,,,,,,,,
Jaundice,itchy skin,nausea,fatigue,weight_loss,fever,yellow skin,dark-colored urine,stomach pain,,,,,,,,,
Malaria,cold chills,nausea,fever,sweating,head pain,nausea,diarrhoea,muscle ache,,,,,,,,,
Chicken pox,itchy skin,rash,fatigue,tiredness,fever,head pain,reduced appetite,low-grade fever,swollen lymph nodes,malaise,red_spots_over_body,,,,,,
Dengue,rash,cold chills,joint ache,nausea,fatigue,fever,head pain,nausea,reduced appetite,pain_behind_the_eyes,back_pain,malaise,muscle ache,red_spots_over_body,,,
Typhoid,cold chills,nausea,fatigue,fever,head pain,nausea,constipation,stomach pain,diarrhoea,toxic_look_(typhos),belly_pain,,,,,,
hepatitis A,joint ache,nausea,yellow skin,dark-colored urine,nausea,reduced appetite,stomach pain,diarrhoea,low-grade fever,yellowing_of_eyes,muscle ache,,,,,,
Hepatitis B,itchy skin,fatigue,tiredness,yellow skin,dark-colored urine,reduced appetite,stomach pain,yellow_urine,yellowing_of_eyes,malaise,receiving_blood_transfusion,receiving_unsterile_injections,,,,,
Hepatitis C,fatigue,yellow skin,nausea,reduced appetite,yellowing_of_eyes,family_history,,,,,,,,,,,
Hepatitis D,joint ache,nausea,fatigue,yellow skin,dark-colored urine,nausea,reduced appetite,stomach pain,yellowing_of_eyes,,,,,,,,
Hepatitis E,joint ache,nausea,fatigue,fever,yellow skin,dark-colored urine,nausea,reduced appetite,stomach pain,yellowing_of_eyes,acute_liver_failure,coma,stomach_bleeding,,,,
Alcoholic hepatitis,nausea,yellow skin,stomach pain,swelling_of_stomach,distention_of_abdomen,history_of_alcohol_consumption,fluid_overload,,,,,,,,,,
Tuberculosis,cold chills,nausea,fatigue,weight_loss,coughing,fever,shortness of breath,sweating,reduced appetite,low-grade fever,yellowing_of_eyes,swollen lymph nodes,malaise,phlegm,chest discomfort,blood_in_sputum,
Common Cold,sneezing,cold chills,fatigue,coughing,fever,head pain,swollen lymph nodes,malaise,phlegm,throat_irritation,redness_of_eyes,sinus_pressure,runny_nose,congestion,chest discomfort,loss_of_smell,muscle ache
Pneumonia,cold chills,fatigue,coughing,fever,shortness of breath,sweating,malaise,phlegm,chest discomfort,rapid heartbeat,rusty_sputum,,,,,,
Dimorphic hemmorhoids(piles),constipation,pain_during_bowel_movements,pain_in_anal_region,bloody_stool,irritation_in_anus,,,,,,,,,,,,
Heart attack,nausea,shortness of breath,sweating,chest discomfort,,,,,,,,,,,,,
Varicose veins,fatigue,cramps,bruising,obesity,swollen_legs,swollen_blood_vessels,prominent_veins_on_calf,,,,,,,,,,
Hypothyroidism,fatigue,weight_gain,cold_hands_and_feets,mood_swings,tiredness,dizziness,puffy_face_and_eyes,enlarged_thyroid,brittle_nails,swollen_extremeties,depression,irritability,abnormal_menstruation,,,,
Hyperthyroidism,fatigue,mood_swings,weight_loss,restlessness,sweating,diarrhoea,rapid heartbeat,excessive_hunger,muscle_weakness,irritability,abnormal_menstruation,,,,,,
Hypoglycemia,nausea,fatigue,anxiety,sweating,head pain,nausea,blurred_and_distorted_vision,excessive_hunger,drying_and_tingling_lips,slurred_speech,irritability,palpitations,,,,,
Osteoarthristis,joint ache,neck_pain,knee_pain,hip_joint_pain,swelling_joints,pain while walking,,,,,,,,,,,
Arthritis,muscle_weakness,stiff_neck,swelling_joints,movement_stiffness,pain while walking,,,,,,,,,,,,
(vertigo) Paroymsal  Positional Vertigo,nausea,head pain,nausea,spinning_movements,loss_of_balance,unsteadiness,,,,,,,,,,,
Acne,rash,pus_filled_pimples,blackheads,scurring,,,,,,,,,,,,,
Urinary tract infection,burning_micturition,bladder_discomfort,foul_smell_of urine,continuous_feel_of_urine,,,,,,,,,,,,,
Psoriasis,rash,joint ache,skin_peeling,silver_like_dusting,small_dents_in_nails,inflammatory_nails,,,,,,,,,,,
Impetigo,rash,fever,blister,red_sore_around_nose,yellow_crust_ooze,,,,,,,,,,,,
Fungal infection,itchy skin,rash,skin bumps,skin discoloration,,,,,,,,,,,,,
Allergy,sneezing,chills,cold chills,watery eyes,,,,,,,,,,,,,
GERD,abdominal pain,acidity,tongue ulcers,nausea,coughing,chest discomfort,,,,,,,,,,,
Chronic cholestasis,itchy skin,nausea,yellow skin,nausea,reduced appetite,stomach pain,yellowing_of_eyes,,,,,,,,,,
Drug Reaction,itchy skin,rash,abdominal pain,burning_micturition,spotting_ urination,,,,,,,,,,,,
Peptic ulcer diseae,nausea,indigestion,reduced appetite,stomach pain,passage_of_gases,internal_itching,,,,,,,,,,,
AIDS,muscle_wasting,patches_in_throat,fever,unprotected sex,,,,,,,,,,,,,
Diabetes ,fatigue,weight_loss,restlessness,tiredness,irregular_sugar_level,blurred_and_distorted_vision,obesity,excessive_hunger,increased_appetite,polyuria,,,,,,,
Gastroenteritis,nausea,sunken_eyes,dehydration,diarrhoea,,,,,,,,,,,,,
Bronchial Asthma,fatigue,coughing,fever,shortness of breath,family_history,mucoid_sputum,,,,,,,,,,,
Hypertension ,head pain,chest discomfort,dizziness,loss_of_balance,lack_of_concentration,,,,,,,,,,,,
Migraine,acidity,indigestion,head pain,blurred_and_distorted_vision,excessive_hunger,stiff_neck,depression,irritability,visual_disturbances,,,,,,,,
Cervical spondylosis,back_pain,weakness_in_limbs,neck_pain,dizziness,loss_of_balance,,,,,,,,,,,,
Paralysis (brain hemorrhage),nausea,head pain,body weakness,altered_sensorium,,,,,,,,,,,,,
Jaundice,itchy skin,nausea,fatigue,weight_loss,fever,yellow skin,dark-colored urine,stomach pain,,,,,,,,,
Malaria,cold chills,nausea,fever,sweating,head pain,nausea,diarrhoea,muscle ache,,,,,,,,,
Chicken pox,itchy skin,rash,fatigue,tiredness,fever,head pain,reduced appetite,low-grade fever,swollen lymph nodes,malaise,red_spots_over_body,,,,,,
Dengue,rash,cold chills,joint ache,nausea,fatigue,fever,head pain,nausea,reduced appetite,pain_behind_the_eyes,back_pain,malaise,muscle ache,red_spots_over_body,,,
Typhoid,cold chills,nausea,fatigue,fever,head pain,nausea,constipation,stomach pain,diarrhoea,toxic_look_(typhos),belly_pain,,,,,,
hepatitis A,joint ache,nausea,yellow skin,dark-colored urine,nausea,reduced appetite,stomach pain,diarrhoea,low-grade fever,yellowing_of_eyes,muscle ache,,,,,,
Hepatitis B,itchy skin,fatigue,tiredness,yellow skin,dark-colored urine,reduced appetite,stomach pain,yellow_urine,yellowing_of_eyes,malaise,receiving_blood_transfusion,receiving_unsterile_injections,,,,,
Hepatitis C,fatigue,yellow skin,nausea,reduced appetite,yellowing_of_eyes,family_history,,,,,,,,,,,
Hepatitis D,joint ache,nausea,fatigue,yellow skin,dark-colored urine,nausea,reduced appetite,stomach pain,yellowing_of_eyes,,,,,,,,
Hepatitis E,joint ache,nausea,fatigue,fever,yellow skin,dark-colored urine,nausea,reduced appetite,stomach pain,yellowing_of_eyes,acute_liver_failure,coma,stomach_bleeding,,,,
Alcoholic hepatitis,nausea,yellow skin,stomach pain,swelling_of_stomach,distention_of_abdomen,history_of_alcohol_consumption,fluid_overload,,,,,,,,,,
Tuberculosis,cold chills,nausea,fatigue,weight_loss,coughing,fever,shortness of breath,sweating,reduced appetite,low-grade fever,yellowing_of_eyes,swollen lymph nodes,malaise,phlegm,chest discomfort,blood_in_sputum,
Common Cold,sneezing,cold chills,fatigue,coughing,fever,head pain,swollen lymph nodes,malaise,phlegm,throat_irritation,redness_of_eyes,sinus_pressure,runny_nose,congestion,chest discomfort,loss_of_smell,muscle ache
Pneumonia,cold chills,fatigue,coughing,fever,shortness of breath,sweating,malaise,phlegm,chest discomfort,rapid heartbeat,rusty_sputum,,,,,,
Dimorphic hemmorhoids(piles),constipation,pain_during_bowel_movements,pain_in_anal_region,bloody_stool,irritation_in_anus,,,,,,,,,,,,
Heart attack,nausea,shortness of breath,sweating,chest discomfort,,,,,,,,,,,,,
Varicose veins,fatigue,cramps,bruising,obesity,swollen_legs,swollen_blood_vessels,prominent_veins_on_calf,,,,,,,,,,
Hypothyroidism,fatigue,weight_gain,cold_hands_and_feets,mood_swings,tiredness,dizziness,puffy_face_and_eyes,enlarged_thyroid,brittle_nails,swollen_extremeties,depression,irritability,abnormal_menstruation,,,,
Hyperthyroidism,fatigue,mood_swings,weight_loss,restlessness,sweating,diarrhoea,rapid heartbeat,excessive_hunger,muscle_weakness,irritability,abnormal_menstruation,,,,,,
Hypoglycemia,nausea,fatigue,anxiety,sweating,head pain,nausea,blurred_and_distorted_vision,excessive_hunger,drying_and_tingling_lips,slurred_speech,irritability,palpitations,,,,,
Osteoarthristis,joint ache,neck_pain,knee_pain,hip_joint_pain,swelling_joints,pain while walking,,,,,,,,,,,
Arthritis,muscle_weakness,stiff_neck,swelling_joints,movement_stiffness,pain while walking,,,,,,,,,,,,
(vertigo) Paroymsal  Positional Vertigo,nausea,head pain,nausea,spinning_movements,loss_of_balance,unsteadiness,,,,,,,,,,,
Acne,rash,pus_filled_pimples,blackheads,scurring,,,,,,,,,,,,,
Urinary tract infection,burning_micturition,bladder_discomfort,foul_smell_of urine,continuous_feel_of_urine,,,,,,,,,,,,,
Psoriasis,rash,joint ache,skin_peeling,silver_like_dusting,small_dents_in_nails,inflammatory_nails,,,,,,,,,,,
Impetigo,rash,fever,blister,red_sore_around_nose,yellow_crust_ooze,,,,,,,,,,,,
